OrganizationIdentifier	OrganizationFormalName	ActivityIdentifier	MonitoringLocationIdentifier	ResultIdentifier	CharacteristicName	DetectionQuantitationLimitTypeName	DetectionQuantitationLimitMeasure/MeasureValue	DetectionQuantitationLimitMeasure/MeasureUnitCode	ProviderName
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPP201021:SR:WB:	HUIWAIOLA_WQX-OPP	STORET-906898844	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPB180719:SR:WB:	HUIWAIOLA_WQX-OPB	STORET-906874540	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OUB190404:SR:WB:	HUIWAIOLA_WQX-OUB	STORET-906879772	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RWA160906:SR:WB:	HUIWAIOLA_WQX-RWA	STORET-906862128	Ammonium	Method Detection Level	1.5	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PFF160713:SR:WB:	HUIWAIOLA_WQX-PFF	STORET-906861362	Ammonium	Method Detection Level	1.5	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPP210407:SR:WB:	HUIWAIOLA_WQX-OPP	STORET-906901796	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OCO191010:SR:WB:	HUIWAIOLA_WQX-OCO	STORET-906883811	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RKV190315:SR:WB:	HUIWAIOLA_WQX-RKV	STORET-906879388	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-MMB210217:SR:WB:	HUIWAIOLA_WQX-MMB	STORET-906900890	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-WWA180406:SR:WB:	HUIWAIOLA_WQX-WWA	STORET-906871661	Ammonium	Method Detection Level	0.28	ug/l	STORET
