OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-HI,USGS Hawaii Water Science Center,USGS-204835156065701,6-4806-01 TU45,Well,,20020000,,,,,20.8065175,-156.1130294,24000,5,seconds,Interpolated from MAP.,NAD83,1360.00,feet,20,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204837156082101,"L trib of E Wailuaiki 400 ft US conf, Maui, HI",Stream,,20020000,,,,,20.8103611,-156.1391944,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204837156185601,"6-4818-01 KulaKoa, Maui, HI",Well,,20020000,,,,,20.8102778,-156.3155556,24000,Unknown,Unknown,Reported.,NAD83,2370,feet,20,feet,Interpolated from Digital Elevation Model,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,,2460,ft,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204839156295901,"Pohakea Stream at Upper Maalaea Road, Maui, HI",Stream,,20020000,,,2.44,sq mi,20.8108333,-156.4997222,24000,1,seconds,Interpolated from MAP.,NAD83,85,feet,20,feet,Interpolated from topographic map.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204840156062501,6-4806-40 T79,Well: Test hole not completed as a well,,20020000,,,,,20.8079061,-156.1041409,24000,5,seconds,Interpolated from MAP.,NAD83,1123.5,feet,20,feet,Reported method of determination.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19390101,300,ft,300,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204841156062601,6-4806-39 T80,Well: Test hole not completed as a well,,20020000,,,,,20.8081839,-156.1044187,24000,5,seconds,Interpolated from MAP.,NAD83,1103.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19390101,273,ft,273,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204841156062701,6-4806-38 T78,Well: Test hole not completed as a well,,20020000,,,,,20.8081839,-156.1046964,24000,5,seconds,Interpolated from MAP.,NAD83,1106.9,feet,20,feet,Reported method of determination.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19390101,300,ft,300,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204841156071301,6-4807-08 TU42,Well,,20020000,,,,,20.808184,-156.1174735,24000,5,seconds,Interpolated from MAP.,NAD83,1460.00,feet,20,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204842156062801,6-4806-37 T77,Well: Test hole not completed as a well,,20020000,,,,,20.8084616,-156.1049742,24000,5,seconds,Interpolated from MAP.,NAD83,1089,feet,20,feet,Reported method of determination.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19390101,280,ft,280,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204842156062901,6-4806-36 T76,Well: Test hole not completed as a well,,20020000,,,,,20.8084616,-156.105252,24000,5,seconds,Interpolated from MAP.,NAD83,1077.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19390101,216,ft,216,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204842156070601,"Waiaka dev tun 100 ft abv Koolau Ditch, Maui, HI",Stream,,20020000,,,,,20.8117778,-156.1183056,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204842156135901,6-4813-01 T101,Well: Test hole not completed as a well,,20020000,,,,,20.8084633,-156.2302456,24000,5,seconds,Interpolated from MAP.,NAD83,4300.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19400101,650,ft,650,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204843156053801,"6-4805-02 Nahiku, Maui, HI",Well,,20020000,,,,,20.8119444,-156.0938889,24000,Unknown,Unknown,Reported.,NAD83,760,feet,20,feet,Interpolated from Digital Elevation Model,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,,435,ft,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204843156063001,6-4806-35 T75,Well: Test hole not completed as a well,,20020000,,,,,20.8087394,-156.1055297,24000,5,seconds,Interpolated from MAP.,NAD83,1073,feet,20,feet,Reported method of determination.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19390101,250,ft,250,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204843156063101,6-4806-34 T74,Well: Test hole not completed as a well,,20020000,,,,,20.8087394,-156.1058075,24000,5,seconds,Interpolated from MAP.,NAD83,1072,feet,20,feet,Reported method of determination.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19390101,632,ft,632,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204843156071101,6-4807-44 T47,Well: Test hole not completed as a well,,20020000,,,,,20.8087394,-156.116918,24000,5,seconds,Interpolated from MAP.,NAD83,1455.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19350101,157,ft,157,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204844156061601,"MOSSMAN SPRING, MAUI",Spring,,20020000,,,,,20.8090171,-156.101641,,Unknown,Unknown,Interpolated from MAP.,NAD83,1050,feet,10,feet,Interpolated from topographic map.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204844156061801,6-4806-45 T85,Well: Test hole not completed as a well,,20020000,,,,,20.8090171,-156.1021966,24000,5,seconds,Interpolated from MAP.,NAD83,1002,feet,20,feet,Reported method of determination.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19400101,991,ft,991,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204844156063201,6-4806-33 T65,Well: Test hole not completed as a well,,20020000,,,,,20.8090171,-156.1060852,24000,5,seconds,Interpolated from MAP.,NAD83,1060.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19370101,642,ft,642,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204844156064701,"HANAWI 29, NAHIKU, MAUI",Stream,,20020000,,,,,20.8090171,-156.1102517,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,1130,feet,10,feet,Interpolated from topographic map.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204844156070401,6-4807-43 T46,Well: Test hole not completed as a well,,20020000,,,,,20.8090172,-156.1149736,24000,5,seconds,Interpolated from MAP.,NAD83,1395.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19350101,137,ft,137,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204844156070501,6-4807-42 T45,Well: Test hole not completed as a well,,20020000,,,,,20.8090172,-156.1152514,24000,5,seconds,Interpolated from MAP.,NAD83,1398.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19350101,12,ft,12,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204844156070601,6-4807-40 T43,Well: Test hole not completed as a well,,20020000,,,,,20.8090172,-156.115529,24000,5,seconds,Interpolated from MAP.,NAD83,1360.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19350101,17,ft,17,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204844156070602,6-4807-41 T44,Well: Test hole not completed as a well,,20020000,,,,,20.8090172,-156.115529,24000,5,seconds,Interpolated from MAP.,NAD83,1360.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19350101,107,ft,107,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204844156070901,6-4807-27 T20,Well: Test hole not completed as a well,,20020000,,,,,20.8090172,-156.1163624,24000,5,seconds,Interpolated from MAP.,NAD83,1409.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19350101,128,ft,128,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204844156135701,"WAIKAMOI 60, MAUI",Stream,,20020000,,,,,20.8090188,-156.22969,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,4270,feet,10,feet,Interpolated from topographic map.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204845156064301,"HANAWI 27, NAHIKU, MAUI",Stream,,20020000,,,,,20.8092949,-156.1091406,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,1020,feet,10,feet,Interpolated from topographic map.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204845156255001,"6-4825-01 Kihei Shaft, Pump 3 (S15), Maui, HI",Well,,20020000,,,,,20.8091667,-156.4277778,24000,1,seconds,Interpolated from Digital MAP.,NAD83,303,feet,20,feet,Interpolated from Digital Elevation Model,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19000101,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204846156070101,6-4807-09 TU43,Well,,20020000,,,,,20.8095727,-156.1141403,24000,5,seconds,Interpolated from MAP.,NAD83,1320.00,feet,20,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204846156072101,6-4807-31 T25,Well: Test hole not completed as a well,,20020000,,,,,20.8095727,-156.1196956,24000,5,seconds,Interpolated from MAP.,NAD83,1456.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19350101,111,ft,111,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204846156072501,6-4807-32 T26,Well: Test hole not completed as a well,,20020000,,,,,20.8095727,-156.1208066,24000,5,seconds,Interpolated from MAP.,NAD83,1478.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19350101,102,ft,102,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204846156073101,6-4807-34 T28,Well: Test hole not completed as a well,,20020000,,,,,20.8095727,-156.1224732,24000,5,seconds,Interpolated from MAP.,NAD83,1500.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19350101,91,ft,91,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204846156351201,"Taro pipe rtn flow into Ukumehame Gulch, Maui, HI",Stream: Ditch,,20020000,,,,,20.8128056,-156.5865833,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,200,feet,0.1,feet,Interpolated from Digital Elevation Model,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204847156065601,6-4806-13 T22,Well: Test hole not completed as a well,,20020000,,,,,20.8098504,-156.1127515,24000,5,seconds,Interpolated from MAP.,NAD83,1295,feet,20,feet,Reported method of determination.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19350101,129,ft,129,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204847156070001,6-4807-45 T58,Well: Test hole not completed as a well,,20020000,,,,,20.8098504,-156.1138626,24000,5,seconds,Interpolated from MAP.,NAD83,1294.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19360101,115,ft,115,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204847156072901,6-4807-33 T27,Well: Test hole not completed as a well,,20020000,,,,,20.8098504,-156.1219177,24000,5,seconds,Interpolated from MAP.,NAD83,1477.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19350101,83,ft,83,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204847156142501,6-4814-01 TU32,Well,,20020000,,,,,20.8098521,-156.2374674,24000,5,seconds,Interpolated from MAP.,NAD83,4277.00,feet,20,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204847156355801,"6-4835-01 Ukumehame-Pump P (S12), Maui, HI",Well,,20020000,,,,,20.8097222,-156.5966667,24000,1,seconds,Reported.,NAD83,79,feet,5,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,"Wailuku Volcanic Series, Lava Flows",,1934,143,ft,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204847156533201,"5-4953-01 W2, Lanai, HI",Well,,20040000,,,,,20.8130556,-156.8922222,24000,1,seconds,Reported.,NAD83,1822,feet,20,feet,Interpolated from Digital Elevation Model,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,,609,ft,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204848156062201,6-4806-41 T81,Well: Test hole not completed as a well,,20020000,,,,,20.8101281,-156.1033076,24000,5,seconds,Interpolated from MAP.,NAD83,984.4,feet,20,feet,Reported method of determination.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19390101,521,ft,521,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204848156062501,"HONOLULUNUI SPRING, MAUI",Spring,,20020000,,,,,20.8101281,-156.1041409,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,1000,feet,100,feet,Interpolated from topographic map.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204848156065601,6-4806-26 T57,Well: Test hole not completed as a well,,20020000,,,,,20.8101281,-156.1127515,24000,5,seconds,Interpolated from MAP.,NAD83,1294,feet,20,feet,Reported method of determination.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19360101,129,ft,129,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204848156070001,6-4807-28 T21,Well: Test hole not completed as a well,,20020000,,,,,20.8101281,-156.1138625,24000,5,seconds,Interpolated from MAP.,NAD83,1293.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19350101,117,ft,117,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204848156070501,6-4807-12 T2,Well: Test hole not completed as a well,,20020000,,,,,20.8101281,-156.1152514,24000,5,seconds,Interpolated from MAP.,NAD83,1280.00,feet,20,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19340101,16,ft,16,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204848156070901,6-4807-26 T19,Well: Test hole not completed as a well,,20020000,,,,,20.8101282,-156.1163624,24000,5,seconds,Interpolated from MAP.,NAD83,1384.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19350101,127,ft,127,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204848156071701,6-4807-30 T24,Well: Test hole not completed as a well,,20020000,,,,,20.8101282,-156.1185845,24000,5,seconds,Interpolated from MAP.,NAD83,1411.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19350101,170,ft,170,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204848156351201,"First taro rtn flow into Ukumehame Gulch, Maui, HI",Stream: Ditch,,20020000,,,,,20.8132222,-156.5867778,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,210,feet,0.1,feet,Interpolated from Digital Elevation Model,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204849156070401,6-4807-11 T1,Well: Test hole not completed as a well,,20020000,,,,,20.8104059,-156.1149736,24000,5,seconds,Interpolated from MAP.,NAD83,1290.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19340101,63,ft,63,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204850156062601,6-4806-44 T84,Well: Test hole not completed as a well,,20020000,,,,,20.8106835,-156.1044186,24000,5,seconds,Interpolated from MAP.,NAD83,977,feet,20,feet,Reported method of determination.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19390101,443.6,ft,444,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204850156070301,6-4807-25 T18,Well: Test hole not completed as a well,,20020000,,,,,20.8106836,-156.1146958,24000,5,seconds,Interpolated from MAP.,NAD83,1293.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19350101,165,ft,165,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204850156070401,6-4807-13 T3,Well: Test hole not completed as a well,,20020000,,,,,20.8106836,-156.1149736,24000,5,seconds,Interpolated from MAP.,NAD83,1260.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19350101,104,ft,104,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204850156070501,6-4807-07 TU41,Well,,20020000,,,,,20.8106836,-156.1152513,24000,5,seconds,Interpolated from MAP.,NAD83,1300.00,feet,20,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204850156070801,6-4807-06 TU40,Well,,20020000,,,,,20.8106836,-156.1160846,24000,5,seconds,Interpolated from MAP.,NAD83,1300.00,feet,20,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204850156071401,6-4807-46 T66,Well: Test hole not completed as a well,,20020000,,,,,20.8106836,-156.1177512,24000,5,seconds,Interpolated from MAP.,NAD83,1370.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19390101,80,ft,80,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204850156071402,6-4807-47 T67,Well: Test hole not completed as a well,,20020000,,,,,20.8106836,-156.1177512,24000,5,seconds,Interpolated from MAP.,NAD83,1370.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19390101,79,ft,79,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204850156071403,6-4807-48 T68,Well: Test hole not completed as a well,,20020000,,,,,20.8106836,-156.1177512,24000,5,seconds,Interpolated from MAP.,NAD83,1370.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19390101,78,ft,78,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204850156071404,6-4807-49 T69,Well: Test hole not completed as a well,,20020000,,,,,20.8106836,-156.1177512,24000,5,seconds,Interpolated from MAP.,NAD83,1370.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19390101,71,ft,71,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204850156071405,6-4807-50 T70,Well: Test hole not completed as a well,,20020000,,,,,20.8106836,-156.1177512,24000,5,seconds,Interpolated from MAP.,NAD83,1370.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19390101,52,ft,52,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204850156071406,6-4807-51 T71,Well: Test hole not completed as a well,,20020000,,,,,20.8106836,-156.1177512,24000,5,seconds,Interpolated from MAP.,NAD83,1370.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19390101,68,ft,68,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204850156071407,6-4807-52 T72,Well: Test hole not completed as a well,,20020000,,,,,20.8106836,-156.1177512,24000,5,seconds,Interpolated from MAP.,NAD83,1370.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19390101,67,ft,67,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204850156071408,6-4807-53 T73,Well: Test hole not completed as a well,,20020000,,,,,20.8106836,-156.1177512,24000,5,seconds,Interpolated from MAP.,NAD83,1370.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19390101,62,ft,62,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204850156284901,"Waikapu Str at lower Maalaea Rd nr Maalaea,Maui,HI",Stream,,20020000,,,,,20.8138889,-156.4802778,24000,1,seconds,Interpolated from MAP.,NAD83,40,feet,10,feet,Interpolated from topographic map.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204851156062601,6-4806-16 T37,Well: Test hole not completed as a well,,20020000,,,,,20.8109613,-156.1044186,24000,5,seconds,Interpolated from MAP.,NAD83,966.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19350101,146,ft,146,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204851156062602,6-4806-17 T38,Well: Test hole not completed as a well,,20020000,,,,,20.8109613,-156.1044186,24000,5,seconds,Interpolated from MAP.,NAD83,967.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19350101,129,ft,129,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204851156062603,6-4806-18 T39,Well: Test hole not completed as a well,,20020000,,,,,20.8109613,-156.1044186,24000,5,seconds,Interpolated from MAP.,NAD83,965,feet,20,feet,Reported method of determination.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19350101,70.4,ft,71,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204851156063801,"HANAWI 27A, NAHIKU, MAUI",Stream,,20020000,,,,,20.8109613,-156.1077518,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,920,feet,10,feet,Interpolated from topographic map.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204851156071801,6-4807-29 T23,Well: Test hole not completed as a well,,20020000,,,,,20.8109614,-156.1188622,24000,5,seconds,Interpolated from MAP.,NAD83,1382.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19350101,123,ft,123,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204851156351001,"Ukumehame Ditch at intake, Maui, HI",Stream: Ditch,,20020000,,,,,20.8141,-156.5861917,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,240,feet,20,feet,Interpolated from topographic map.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204851156351002,"Ukumehame Gulch 10 ft US of major intake, Maui, HI",Stream,,20020000,,,,,20.8141667,-156.5860278,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,240,feet,0.1,feet,Interpolated from Digital Elevation Model,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204851156373101,"Olowalu Stream at hwy crossing, Maui, HI",Stream,,20020000,,,,,20.8141389,-156.6253889,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3,feet,5,feet,Interpolated from Digital Elevation Model,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204852156062801,6-4806-20 T41,Well: Test hole not completed as a well,,20020000,,,,,20.811239,-156.104974,24000,5,seconds,Interpolated from MAP.,NAD83,970,feet,20,feet,Reported method of determination.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19350101,178,ft,178,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204852156062901,6-4806-19 T40,Well: Test hole not completed as a well,,20020000,,,,,20.811239,-156.1052519,24000,5,seconds,Interpolated from MAP.,NAD83,970.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19350101,417,ft,417,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204852156071801,6-4807-04 TU38,Well,,20020000,,,,,20.8112391,-156.1188622,24000,5,seconds,Interpolated from MAP.,NAD83,1380.00,feet,20,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204852156072001,6-4807-37 T32,Well: Test hole not completed as a well,,20020000,,,,,20.8112391,-156.1194177,24000,5,seconds,Interpolated from MAP.,NAD83,1368.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19350101,73,ft,73,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204852156072101,6-4807-36 T31,Well: Test hole not completed as a well,,20020000,,,,,20.8112391,-156.1196955,24000,5,seconds,Interpolated from MAP.,NAD83,1375.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19350101,70,ft,70,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204852156350601,"Ukumehame taro diversion ditch at intake, Maui, HI",Stream: Ditch,,20020000,,,,,20.8145444,-156.5852306,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,270,feet,20,feet,Interpolated from topographic map.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204853156062801,6-4806-21 T42,Well: Test hole not completed as a well,,20020000,,,,,20.8115168,-156.104974,24000,5,seconds,Interpolated from MAP.,NAD83,960.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19350101,186,ft,186,ft,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-204853156070701,6-4807-24 T17,Well: Test hole not completed as a well,,20020000,,,,,20.8115169,-156.1158068,24000,5,seconds,Interpolated from MAP.,NAD83,1290.00,feet,10.,feet,Interpolated from topographic map.,LMSL,US,15,009,Hawaii volcanic-rock aquifers,,,19350101,77,ft,77,ft,NWIS
