OrganizationIdentifier	OrganizationFormalName	ActivityIdentifier	ActivityStartDate	ActivityStartTime/Time	ActivityStartTime/TimeZoneCode	MonitoringLocationIdentifier	ResultIdentifier	DataLoggerLine	ResultDetectionConditionText	MethodSpecificationName	CharacteristicName	ResultSampleFractionText	ResultMeasureValue	ResultMeasure/MeasureUnitCode	MeasureQualifierCode	ResultStatusIdentifier	StatisticalBaseCode	ResultValueTypeName	ResultWeightBasisText	ResultTimeBasisText	ResultTemperatureBasisText	ResultParticleSizeBasisText	PrecisionValue	DataQuality/BiasValue	ConfidenceIntervalValue	UpperConfidenceLimitValue	LowerConfidenceLimitValue	ResultCommentText	USGSPCode	ResultDepthHeightMeasure/MeasureValue	ResultDepthHeightMeasure/MeasureUnitCode	ResultDepthAltitudeReferencePointText	ResultSamplingPointName	BiologicalIntentName	BiologicalIndividualIdentifier	SubjectTaxonomicName	UnidentifiedSpeciesIdentifier	SampleTissueAnatomyName	GroupSummaryCountWeight/MeasureValue	GroupSummaryCountWeight/MeasureUnitCode	CellFormName	CellShapeName	HabitName	VoltismName	TaxonomicPollutionTolerance	TaxonomicPollutionToleranceScaleText	TrophicLevelName	FunctionalFeedingGroupName	TaxonomicDetailsCitation/ResourceTitleName	TaxonomicDetailsCitation/ResourceCreatorName	TaxonomicDetailsCitation/ResourceSubjectText	TaxonomicDetailsCitation/ResourcePublisherName	TaxonomicDetailsCitation/ResourceDate	TaxonomicDetailsCitation/ResourceIdentifier	FrequencyClassInformationUrl	ResultAnalyticalMethod/MethodIdentifier	ResultAnalyticalMethod/MethodIdentifierContext	ResultAnalyticalMethod/MethodName	ResultAnalyticalMethod/MethodUrl	ResultAnalyticalMethod/MethodQualifierTypeName	MethodDescriptionText	LaboratoryName	AnalysisStartDate	AnalysisStartTime/Time	AnalysisStartTime/TimeZoneCode	AnalysisEndDate	AnalysisEndTime/Time	AnalysisEndTime/TimeZoneCode	ResultLaboratoryCommentCode	ResultLaboratoryCommentText	ResultDetectionQuantitationLimitUrl	LaboratoryAccreditationIndicator	LaboratoryAccreditationAuthorityName	TaxonomistAccreditationIndicator	TaxonomistAccreditationAuthorityName	LabSamplePreparationUrl	ProviderName
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PFF161130:SR:WB:	2016-11-30	08:24:00	HAST	HUIWAIOLA_WQX-PFF	STORET-864975567			as P	Total Phosphorus, mixed forms	Filtered, field	9.69	ug/l		Final		Actual																																						4500-P	APHA	4500 P ~ Phosphorus in  water and wastewater																			STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OCO170309:FM:PS:PH:	2017-03-09	07:50:00	HAST	HUIWAIOLA_WQX-OCO	STORET-864976684				pH		8.09	None		Final		Actual																																						8156	HACH	pH in Water			https://www.nemi.gov/methods/method_summary/4724/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OCO161006:FM:PS:TS:	2016-10-06	07:55:00	HAST	HUIWAIOLA_WQX-OCO	STORET-864974831				Salinity		34.9	ppt		Final		Actual																																						8160	HACH	Conductivity in Water by Direct Measurement																			STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OMM160630:FM:PS:PH:	2016-06-30	08:00:00	HAST	HUIWAIOLA_WQX-OMM	STORET-864973505				pH		8.01	None		Final		Actual																																						8156	HACH	pH in Water			https://www.nemi.gov/methods/method_summary/4724/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PLH160615:FM:PS:TS:	2016-06-15	08:28:00	HAST	HUIWAIOLA_WQX-PLH	STORET-864973273				Salinity		28.1	ppt		Final		Actual																																						8160	HACH	Conductivity in Water by Direct Measurement																			STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OUB160616:FM:PS:TS:	2016-06-16	09:17:00	HAST	HUIWAIOLA_WQX-OUB	STORET-864973332				Temperature, water		25.2	deg C		Final		Actual																																						2550	APHA	Temperature of Water by Thermometer																			STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OUB160714:FM:PS:TS:	2016-07-14	09:00:00	HAST	HUIWAIOLA_WQX-OUB	STORET-864973705				Salinity		37.2	ppt		Final		Actual																																						8160	HACH	Conductivity in Water by Direct Measurement																			STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RAB160712:SR:WB:	2016-07-12	08:16:00	HAST	HUIWAIOLA_WQX-RAB	STORET-864973583			as N	Ammonium	Filtered, field	1.58	ug/l		Final		Actual																																						350.1	USEPA	Ammonia Nitrogen by Colorimetry			https://www.nemi.gov/methods/method_summary/5405/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OSF161130:FM:PS:PH:	2016-11-30	10:25:00	HAST	HUIWAIOLA_WQX-OSF	STORET-864975625				pH		8.13	None		Final		Actual																																						8156	HACH	pH in Water			https://www.nemi.gov/methods/method_summary/4724/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OMM170105:SR:WB:	2017-01-05	07:30:00	HAST	HUIWAIOLA_WQX-OMM	STORET-864976068			as P	Total Phosphorus, mixed forms	Filtered, field	9.68	ug/l		Final		Actual																																						4500-P	APHA	4500 P ~ Phosphorus in  water and wastewater																			STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OCO170330:SR:WB:	2017-03-30	07:42:00	HAST	HUIWAIOLA_WQX-OCO	STORET-864976901			as N	Total Nitrogen, mixed forms	Filtered, field	62.05	ug/l		Final		Actual																																						4500-N	APHA	4500 N ~ 4500-N Nitrogen																			STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPB160616:SR:WB:	2016-06-16	09:40:00	HAST	HUIWAIOLA_WQX-OPB	STORET-864973350			as N	Total Nitrogen, mixed forms	Filtered, field	66.16	ug/l		Final		Actual																																						4500-N	APHA	4500 N ~ 4500-N Nitrogen																			STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RCB160628:FM:PS:TS:	2016-06-28	08:46:00	HAST	HUIWAIOLA_WQX-RCB	STORET-864973404				Temperature, water		26.6	deg C		Final		Actual																																						2550	APHA	Temperature of Water by Thermometer																			STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PLH161102:FM:WB:	2016-11-02	08:56:00	HAST	HUIWAIOLA_WQX-PLH	STORET-864975169				Turbidity		12.70	NTU		Final		Actual																																						180.1	USEPA	Turbidity by Nephelometry			https://www.nemi.gov/methods/method_summary/5217/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PFF161214:FM:PS:TS:	2016-12-14	08:16:00	HAST	HUIWAIOLA_WQX-PFF	STORET-864975764				Temperature, water		24.2	deg C		Final		Actual																																						2550	APHA	Temperature of Water by Thermometer																			STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPB170126:SR:WB:	2017-01-26	08:55:00	HAST	HUIWAIOLA_WQX-OPB	STORET-864976293			as N	Nitrate + Nitrite	Filtered, field	7.03	ug/l		Final		Actual																																						353.4	USEPA	Determination of Nitrite and Nitrate			https://www.nemi.gov/methods/method_summary/7225/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OMM160616:SR:WB:	2016-06-16	08:20:00	HAST	HUIWAIOLA_WQX-OMM	STORET-864973328			as P	Orthophosphate	Filtered, field	7.28	ug/l		Final		Actual																																						365.5	USEPA	Orthophosphate in Water by Colorimetry			https://www.nemi.gov/methods/method_summary/7231/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RPO161101:FM:WB:	2016-11-01	07:44:00	HAST	HUIWAIOLA_WQX-RPO	STORET-864975097				Turbidity		7.83	NTU		Final		Actual																																						180.1	USEPA	Turbidity by Nephelometry			https://www.nemi.gov/methods/method_summary/5217/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OLP170215:SR:WB:	2017-02-15	09:47:00	HAST	HUIWAIOLA_WQX-OLP	STORET-864976435			as P	Orthophosphate	Filtered, field	6.24	ug/l		Final		Actual																																						365.5	USEPA	Orthophosphate in Water by Colorimetry			https://www.nemi.gov/methods/method_summary/7231/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PLT160907:FM:PS:PH:	2016-09-07	08:19:00	HAST	HUIWAIOLA_WQX-PLT	STORET-864974403				pH		8.01	None		Final		Actual																																						8156	HACH	pH in Water			https://www.nemi.gov/methods/method_summary/4724/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OLP161116:FM:PS:TS:	2016-11-16	09:52:00	HAST	HUIWAIOLA_WQX-OLP	STORET-864975406				Salinity		34.7	ppt		Final		Actual																																						8160	HACH	Conductivity in Water by Direct Measurement																			STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OLP160907:SR:WB:	2016-09-07	09:10:00	HAST	HUIWAIOLA_WQX-OLP	STORET-864974432			as N	Nitrate + Nitrite	Filtered, field	3.11	ug/l		Final		Actual																																						353.4	USEPA	Determination of Nitrite and Nitrate			https://www.nemi.gov/methods/method_summary/7225/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RAB170307:FM:PS:DO:	2017-03-07	08:45:00	HAST	HUIWAIOLA_WQX-RAB	STORET-864976561				Dissolved oxygen (DO)		6.70	mg/l		Final		Actual																																						8157	HACH	Dissolved Oxygen in Water																			STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OUB161103:SR:WB:	2016-11-03	08:20:00	HAST	HUIWAIOLA_WQX-OUB	STORET-864975269			as P	Orthophosphate	Filtered, field	4.53	ug/l		Final		Actual																																						365.5	USEPA	Orthophosphate in Water by Colorimetry			https://www.nemi.gov/methods/method_summary/7231/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPM160714:FM:WB:	2016-07-14	07:38:00	HAST	HUIWAIOLA_WQX-OPM	STORET-864973672				Turbidity		1.07	NTU		Final		Actual																																						180.1	USEPA	Turbidity by Nephelometry			https://www.nemi.gov/methods/method_summary/5217/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PLT160727:FM:WB:	2016-07-27	08:28:00	HAST	HUIWAIOLA_WQX-PLT	STORET-864973827				Turbidity		3.70	NTU		Final		Actual																																						180.1	USEPA	Turbidity by Nephelometry			https://www.nemi.gov/methods/method_summary/5217/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPB160908:FM:PS:TS:	2016-09-08	08:28:00	HAST	HUIWAIOLA_WQX-OPB	STORET-864974482				Temperature, water		26.2	deg C		Final		Actual																																						2550	APHA	Temperature of Water by Thermometer																			STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PLT160629:FM:PS:TS:	2016-06-29	08:50:00	HAST	HUIWAIOLA_WQX-PLT	STORET-864973453				Salinity		28.9	ppt		Final		Actual																																						8160	HACH	Conductivity in Water by Direct Measurement																			STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RKS170328:FM:WB:	2017-03-28	08:28:00	HAST	HUIWAIOLA_WQX-RKS	STORET-864976767				Turbidity		5.24	NTU		Final		Actual																																						180.1	USEPA	Turbidity by Nephelometry			https://www.nemi.gov/methods/method_summary/5217/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OMM160811:SR:WB:	2016-08-11	08:30:00	HAST	HUIWAIOLA_WQX-OMM	STORET-864974081			as N	Total Nitrogen, mixed forms	Filtered, field	74.31	ug/l		Final		Actual																																						4500-N	APHA	4500 N ~ 4500-N Nitrogen																			STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OMM161201:SR:WB:	2016-12-01	08:00:00	HAST	HUIWAIOLA_WQX-OMM	STORET-864975665				Silicate	Filtered, field	272.05	ug/l		Final		Actual																																						366	USEPA	Silicate by Colorimetry			https://www.nemi.gov/methods/method_summary/4661/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PFF160824:FM:WB:	2016-08-24	07:32:00	HAST	HUIWAIOLA_WQX-PFF	STORET-864974187				Turbidity		4.43	NTU		Final		Actual																																						180.1	USEPA	Turbidity by Nephelometry			https://www.nemi.gov/methods/method_summary/5217/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPM161117:SR:WB:	2016-11-17	07:45:00	HAST	HUIWAIOLA_WQX-OPM	STORET-864975434			as N	Total Nitrogen, mixed forms	Filtered, field	62.87	ug/l		Final		Actual																																						4500-N	APHA	4500 N ~ 4500-N Nitrogen																			STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OUB161215:SR:WB:	2016-12-15	09:05:00	HAST	HUIWAIOLA_WQX-OUB	STORET-864975881				Silicate	Filtered, field	80.26	ug/l		Final		Actual																																						366	USEPA	Silicate by Colorimetry			https://www.nemi.gov/methods/method_summary/4661/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OUB170309:FM:PS:DO:	2017-03-09	08:15:00	HAST	HUIWAIOLA_WQX-OUB	STORET-864976706				Dissolved oxygen saturation		98.6	%		Final		Actual																																						8157	HACH	Dissolved Oxygen in Water																			STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RAB170124:FM:WB:	2017-01-24	08:29:00	HAST	HUIWAIOLA_WQX-RAB	STORET-864976132				Turbidity		4.08	NTU		Final		Actual																																						180.1	USEPA	Turbidity by Nephelometry			https://www.nemi.gov/methods/method_summary/5217/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPP161201:SR:WB:	2016-12-01	09:05:00	HAST	HUIWAIOLA_WQX-OPP	STORET-864975702			as N	Nitrate + Nitrite	Filtered, field	2.60	ug/l		Final		Actual																																						353.4	USEPA	Determination of Nitrite and Nitrate			https://www.nemi.gov/methods/method_summary/7225/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RWA160920:FM:WB:	2016-09-20	08:30:00	HAST	HUIWAIOLA_WQX-RWA	STORET-864974546				Turbidity		3.19	NTU		Final		Actual																																						180.1	USEPA	Turbidity by Nephelometry			https://www.nemi.gov/methods/method_summary/5217/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RCB170103:SR:WB:	2017-01-03	09:55:00	HAST	HUIWAIOLA_WQX-RCB	STORET-864975952			as P	Orthophosphate	Filtered, field	7.73	ug/l		Final		Actual																																						365.5	USEPA	Orthophosphate in Water by Colorimetry			https://www.nemi.gov/methods/method_summary/7231/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RKS160726:SR:WB:	2016-07-26	07:50:00	HAST	HUIWAIOLA_WQX-RKS	STORET-864973760			as P	Orthophosphate	Filtered, field	6.41	ug/l		Final		Actual																																						365.5	USEPA	Orthophosphate in Water by Colorimetry			https://www.nemi.gov/methods/method_summary/7231/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PLH160824:SR:WB:	2016-08-24	08:20:00	HAST	HUIWAIOLA_WQX-PLH	STORET-864974205			as N	Nitrate + Nitrite	Filtered, field	28.62	ug/l		Final		Actual																																						353.4	USEPA	Determination of Nitrite and Nitrate			https://www.nemi.gov/methods/method_summary/7225/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RWA160823:SR:WB:	2016-08-23	08:47:00	HAST	HUIWAIOLA_WQX-RWA	STORET-864974178			as P	Total Phosphorus, mixed forms	Filtered, field	14.83	ug/l		Final		Actual																																						4500-P	APHA	4500 P ~ Phosphorus in  water and wastewater																			STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPB160728:SR:WB:	2016-07-28	09:10:00	HAST	HUIWAIOLA_WQX-OPB	STORET-864973918			as N	Ammonium	Filtered, field	4.39	ug/l		Final		Actual																																						350.1	USEPA	Ammonia Nitrogen by Colorimetry			https://www.nemi.gov/methods/method_summary/5405/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PLT161102:FM:PS:TS:	2016-11-02	09:17:00	HAST	HUIWAIOLA_WQX-PLT	STORET-864975178				Salinity		33.7	ppt		Final		Actual																																						8160	HACH	Conductivity in Water by Direct Measurement																			STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RPO161213:SR:WB:	2016-12-13	07:36:00	HAST	HUIWAIOLA_WQX-RPO	STORET-864975713				Silicate	Filtered, field	867.63	ug/l		Final		Actual																																						366	USEPA	Silicate by Colorimetry			https://www.nemi.gov/methods/method_summary/4661/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RAB170124:FM:PS:PH:	2017-01-24	08:29:00	HAST	HUIWAIOLA_WQX-RAB	STORET-864976133				pH		8.16	None		Final		Actual																																						8156	HACH	pH in Water			https://www.nemi.gov/methods/method_summary/4724/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPB170309:FM:PS:DO:	2017-03-09	08:30:00	HAST	HUIWAIOLA_WQX-OPB	STORET-864976718				Dissolved oxygen saturation		101.2	%		Final		Actual																																						8157	HACH	Dissolved Oxygen in Water																			STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RWA170328:SR:WB:	2017-03-28	09:21:00	HAST	HUIWAIOLA_WQX-RWA	STORET-864976808				Silicate	Filtered, field	768.90	ug/l		Final		Actual																																						366	USEPA	Silicate by Colorimetry			https://www.nemi.gov/methods/method_summary/4661/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RWA160614:SR:WB:	2016-06-14	10:24:00	HAST	HUIWAIOLA_WQX-RWA	STORET-864973259		Below Method Detection Limit	as N	Ammonium	Filtered, field				Final		Actual																																						350.1	USEPA	Ammonia Nitrogen by Colorimetry			https://www.nemi.gov/methods/method_summary/5405/										https://www.waterqualitydata.us/data/providers/STORET/organizations/HUIWAIOLA_WQX/activities/HUIWAIOLA_WQX-RWA160614%3ASR%3AWB%3A/results/864973259/resdetectqntlmts						STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OLP161102:FM:WB:	2016-11-02	10:17:00	HAST	HUIWAIOLA_WQX-OLP	STORET-864975205				Turbidity		1.62	NTU		Final		Actual																																						180.1	USEPA	Turbidity by Nephelometry			https://www.nemi.gov/methods/method_summary/5217/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RAB160906:SR:WB:	2016-09-06	08:10:00	HAST	HUIWAIOLA_WQX-RAB	STORET-864974360			as N	Nitrate + Nitrite	Filtered, field	26.83	ug/l		Final		Actual																																						353.4	USEPA	Determination of Nitrite and Nitrate			https://www.nemi.gov/methods/method_summary/7225/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPM161103:SR:WB:	2016-11-03	07:15:00	HAST	HUIWAIOLA_WQX-OPM	STORET-864975236			as N	Ammonium	Filtered, field	3.08	ug/l		Final		Actual																																						350.1	USEPA	Ammonia Nitrogen by Colorimetry			https://www.nemi.gov/methods/method_summary/5405/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OMM161117:FM:PS:DO:	2016-11-17	08:25:00	HAST	HUIWAIOLA_WQX-OMM	STORET-864975455				Dissolved oxygen saturation		87.1	%		Final		Actual																																						8157	HACH	Dissolved Oxygen in Water																			STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RAB160614:SR:WB:	2016-06-14	09:15:00	HAST	HUIWAIOLA_WQX-RAB	STORET-864973235			as N	Ammonium	Filtered, field	1.88	ug/l		Final		Actual																																						350.1	USEPA	Ammonia Nitrogen by Colorimetry			https://www.nemi.gov/methods/method_summary/5405/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PLT161116:SR:WB:	2016-11-16	09:06:00	HAST	HUIWAIOLA_WQX-PLT	STORET-864975387			as N	Total Nitrogen, mixed forms	Filtered, field	81.31	ug/l		Final		Actual																																						4500-N	APHA	4500 N ~ 4500-N Nitrogen																			STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPM161215:SR:WB:	2016-12-15	08:05:00	HAST	HUIWAIOLA_WQX-OPM	STORET-864975847			as N	Ammonium	Filtered, field	2.62	ug/l		Final		Actual																																						350.1	USEPA	Ammonia Nitrogen by Colorimetry			https://www.nemi.gov/methods/method_summary/5405/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPB161020:SR:WB:	2016-10-20	08:57:00	HAST	HUIWAIOLA_WQX-OPB	STORET-864975078				Silicate	Filtered, field	67.79	ug/l		Final		Actual																																						366	USEPA	Silicate by Colorimetry			https://www.nemi.gov/methods/method_summary/4661/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPM170217:SR:WB:	2017-02-17	07:12:00	HAST	HUIWAIOLA_WQX-OPM	STORET-864976459			as P	Orthophosphate	Filtered, field	5.87	ug/l		Final		Actual																																						365.5	USEPA	Orthophosphate in Water by Colorimetry			https://www.nemi.gov/methods/method_summary/7231/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RPO160712:SR:WB:	2016-07-12	07:19:00	HAST	HUIWAIOLA_WQX-RPO	STORET-864973559			as N	Ammonium	Filtered, field	2.25	ug/l		Final		Actual																																						350.1	USEPA	Ammonia Nitrogen by Colorimetry			https://www.nemi.gov/methods/method_summary/5405/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PLT170308:SR:WB:	2017-03-08	09:24:00	HAST	HUIWAIOLA_WQX-PLT	STORET-864976628				Silicate	Filtered, field	175.61	ug/l		Final		Actual																																						366	USEPA	Silicate by Colorimetry			https://www.nemi.gov/methods/method_summary/4661/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RPO160726:FM:PS:TS:	2016-07-26	07:21:00	HAST	HUIWAIOLA_WQX-RPO	STORET-864973741				Salinity		34.1	ppt		Final		Actual																																						8160	HACH	Conductivity in Water by Direct Measurement																			STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RWA170307:FM:PS:DO:	2017-03-07	09:25:00	HAST	HUIWAIOLA_WQX-RWA	STORET-864976585				Dissolved oxygen (DO)		6.79	mg/l		Final		Actual																																						8157	HACH	Dissolved Oxygen in Water																			STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PFF160615:FM:WB:	2016-06-15	07:37:00	HAST	HUIWAIOLA_WQX-PFF	STORET-864973264				Turbidity		2.89	NTU		Final		Actual																																						180.1	USEPA	Turbidity by Nephelometry			https://www.nemi.gov/methods/method_summary/5217/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RWA160712:FM:PS:PH:	2016-07-12	09:02:00	HAST	HUIWAIOLA_WQX-RWA	STORET-864973601				pH		8.16	None		Final		Actual																																						8156	HACH	pH in Water			https://www.nemi.gov/methods/method_summary/4724/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PLH170125:FM:PS:TS:	2017-01-25	08:50:00	HAST	HUIWAIOLA_WQX-PLH	STORET-864976175				Temperature, water		23.8	deg C		Final		Actual																																						2550	APHA	Temperature of Water by Thermometer																			STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OLP160907:SR:WB:	2016-09-07	09:10:00	HAST	HUIWAIOLA_WQX-OLP	STORET-864974433			as N	Ammonium	Filtered, field	2.05	ug/l		Final		Actual																																						350.1	USEPA	Ammonia Nitrogen by Colorimetry			https://www.nemi.gov/methods/method_summary/5405/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RAB161129:SR:WB:	2016-11-29	08:22:00	HAST	HUIWAIOLA_WQX-RAB	STORET-864975534			as N	Nitrate + Nitrite	Filtered, field	21.25	ug/l		Final		Actual																																						353.4	USEPA	Determination of Nitrite and Nitrate			https://www.nemi.gov/methods/method_summary/7225/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPB160714:FM:WB:	2016-07-14	09:25:00	HAST	HUIWAIOLA_WQX-OPB	STORET-864973720				Turbidity		3.96	NTU		Final		Actual																																						180.1	USEPA	Turbidity by Nephelometry			https://www.nemi.gov/methods/method_summary/5217/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OUB161117:SR:WB:	2016-11-17	08:50:00	HAST	HUIWAIOLA_WQX-OUB	STORET-864975473				Silicate	Filtered, field	110.15	ug/l		Final		Actual																																						366	USEPA	Silicate by Colorimetry			https://www.nemi.gov/methods/method_summary/4661/																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PFF170308:SR:WB:	2017-03-08	08:30:00	HAST	HUIWAIOLA_WQX-PFF	STORET-864976602			as P	Total Phosphorus, mixed forms	Filtered, field	10.88	ug/l		Final		Actual																																						4500-P	APHA	4500 P ~ Phosphorus in  water and wastewater																			STORET
