OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-PPU161116DO,2016-11-16,09:30:00,HAST,HUIWAIOLA_WQX-PPU,STORET-644391726,,,,Dissolved oxygen (DO),,6.73,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8157,HACH,Dissolved Oxygen in Water,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OMM161201NNN,2016-12-01,07:15:00,HAST,HUIWAIOLA_WQX-OMM,STORET-644392088,,,as NO3,Nitrate,Dissolved,6.58,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.3,USEPA,Nitrate-Nitrite Nitrogen by Cd Reduction,https://www.nemi.gov/methods/method_summary/5251,,https://www.nemi.gov/methods/method_summary/5251/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO170126Si,2017-01-26,07:50:00,HAST,HUIWAIOLA_WQX-OCO,STORET-644392659,,,as Si,Silicate,Dissolved,264.47,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,USEPA,Silicate by Colorimetry,,,https://www.nemi.gov/methods/method_summary/4661/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OMM170126Si,2017-01-26,08:12:00,HAST,HUIWAIOLA_WQX-OMM,STORET-644392660,,,as Si,Silicate,Dissolved,201.91,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,USEPA,Silicate by Colorimetry,,,https://www.nemi.gov/methods/method_summary/4661/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-RAB170214T,2017-02-14,09:13:00,HAST,HUIWAIOLA_WQX-RAB,STORET-644392701,,,,"Temperature, water",,24.5,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550,APHA,Temperature of Water by Thermometer,https://www.nemi.gov/methods/method_summary/9829,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-RCB170214DOp,2017-02-14,09:38:00,HAST,HUIWAIOLA_WQX-RCB,STORET-644392738,,,,Dissolved oxygen (DO),,98.6,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8157,HACH,Dissolved Oxygen in Water,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OSF161214NH4,2016-12-14,09:54:00,HAST,HUIWAIOLA_WQX-OSF,STORET-644392305,,,as NH4,Ammonia-nitrogen,Dissolved,4.19,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.1,USEPA,Ammonia Nitrogen by Colorimetry,https://www.nemi.gov/methods/method_summary/5405,,https://www.nemi.gov/methods/method_summary/5405/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OMM161103NNN,2016-11-03,08:00:00,HAST,HUIWAIOLA_WQX-OMM,STORET-644391680,,,as NO3,Nitrate,Dissolved,3.16,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.3,USEPA,Nitrate-Nitrite Nitrogen by Cd Reduction,https://www.nemi.gov/methods/method_summary/5251,,https://www.nemi.gov/methods/method_summary/5251/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OPP161117S,2016-11-17,09:25:00,HAST,HUIWAIOLA_WQX-OPP,STORET-644391785,,,,Conductivity,,34.6,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8160,HACH,Conductivity in Water by Direct Measurement,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OLP161102NH4,2016-11-02,10:46:00,HAST,HUIWAIOLA_WQX-OLP,STORET-644391694,,,as NH4,Ammonia-nitrogen,Dissolved,8.45,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.1,USEPA,Ammonia Nitrogen by Colorimetry,https://www.nemi.gov/methods/method_summary/5405,,https://www.nemi.gov/methods/method_summary/5405/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO170126NH4,2017-01-26,07:50:00,HAST,HUIWAIOLA_WQX-OCO,STORET-644392693,,,as NH4,Ammonia-nitrogen,Dissolved,6.8,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.1,USEPA,Ammonia Nitrogen by Colorimetry,https://www.nemi.gov/methods/method_summary/5405,,https://www.nemi.gov/methods/method_summary/5405/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OPP170126NH4,2017-01-26,09:10:00,HAST,HUIWAIOLA_WQX-OPP,STORET-644392697,,,as NH4,Ammonia-nitrogen,Dissolved,5.64,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.1,USEPA,Ammonia Nitrogen by Colorimetry,https://www.nemi.gov/methods/method_summary/5405,,https://www.nemi.gov/methods/method_summary/5405/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OPM161201TN,2016-12-01,07:15:00,HAST,HUIWAIOLA_WQX-OPM,STORET-644392018,,,as N,Nitrogen,Dissolved,65.59,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.3,USEPA,Nitrate-Nitrite Nitrogen by Cd Reduction,https://www.nemi.gov/methods/method_summary/5251,,https://www.nemi.gov/methods/method_summary/5251/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-PFF170125T,2017-01-25,08:22:00,HAST,HUIWAIOLA_WQX-PFF,STORET-644392505,,,,"Temperature, water",,23.8,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550,APHA,Temperature of Water by Thermometer,https://www.nemi.gov/methods/method_summary/9829,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-RKS161129S,2016-11-29,07:41:00,HAST,HUIWAIOLA_WQX-RKS,STORET-644391974,,,,Conductivity,,33.9,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8160,HACH,Conductivity in Water by Direct Measurement,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OPM170105TN,2017-01-05,07:00:00,HAST,HUIWAIOLA_WQX-OPM,STORET-644392409,,,as N,Nitrogen,Dissolved,100.48,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.3,USEPA,Nitrate-Nitrite Nitrogen by Cd Reduction,https://www.nemi.gov/methods/method_summary/5251,,https://www.nemi.gov/methods/method_summary/5251/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-PLT170104T,2017-01-04,09:03:00,HAST,HUIWAIOLA_WQX-PLT,STORET-644392320,,,,"Temperature, water",,23.7,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550,APHA,Temperature of Water by Thermometer,https://www.nemi.gov/methods/method_summary/9829,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-PPU161116T,2016-11-16,09:30:00,HAST,HUIWAIOLA_WQX-PPU,STORET-644391709,,,,"Temperature, water",,26.6,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550,APHA,Temperature of Water by Thermometer,https://www.nemi.gov/methods/method_summary/9829,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OUB161117TN,2016-11-17,08:50:00,HAST,HUIWAIOLA_WQX-OUB,STORET-644391817,,,as N,Nitrogen,Dissolved,58.01,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.3,USEPA,Nitrate-Nitrite Nitrogen by Cd Reduction,https://www.nemi.gov/methods/method_summary/5251,,https://www.nemi.gov/methods/method_summary/5251/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-PLT161130TP,2016-11-30,08:24:00,HAST,HUIWAIOLA_WQX-PLT,STORET-644392031,,,as P,Phosphorus,Dissolved,9.58,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,https://www.nemi.gov/methods/method_summary/4823,,https://www.nemi.gov/methods/method_summary/4823/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-PFF161214DOp,2016-12-14,08:16:00,HAST,HUIWAIOLA_WQX-PFF,STORET-644392148,,,,Dissolved oxygen (DO),,95.1,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8157,HACH,Dissolved Oxygen in Water,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-RAB160809Si,2016-08-09,08:11:00,HAST,HUIWAIOLA_WQX-RAB,STORET-644390479,,,as Si,Silicate,Dissolved,322.69,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,USEPA,Silicate by Colorimetry,,,https://www.nemi.gov/methods/method_summary/4661/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-PLH160810NH4,2016-08-10,07:52:00,HAST,HUIWAIOLA_WQX-PLH,STORET-644390515,,,as NH4,Ammonia-nitrogen,Dissolved,11.9,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.1,USEPA,Ammonia Nitrogen by Colorimetry,https://www.nemi.gov/methods/method_summary/5405,,https://www.nemi.gov/methods/method_summary/5405/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-PLT160810NH4,2016-08-10,08:15:00,HAST,HUIWAIOLA_WQX-PLT,STORET-644390516,,,as NH4,Ammonia-nitrogen,Dissolved,5.49,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.1,USEPA,Ammonia Nitrogen by Colorimetry,https://www.nemi.gov/methods/method_summary/5405,,https://www.nemi.gov/methods/method_summary/5405/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160630Si,2016-06-30,07:33:00,HAST,HUIWAIOLA_WQX-OCO,STORET-644389914,,,as Si,Silicate,Dissolved,354.48,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,USEPA,Silicate by Colorimetry,,,https://www.nemi.gov/methods/method_summary/4661/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OLP160824S,2016-08-24,09:38:00,HAST,HUIWAIOLA_WQX-OLP,STORET-644390602,,,,Conductivity,,36.1,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8160,HACH,Conductivity in Water by Direct Measurement,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-RCB160823TB,2016-08-23,08:28:00,HAST,HUIWAIOLA_WQX-RCB,STORET-644390613,,,,Turbidity,,0.71,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.1,USEPA,Turbidity by Nephelometry,https://www.nemi.gov/methods/method_summary/5217,,https://www.nemi.gov/methods/method_summary/5217/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-PLH160907PO4,2016-09-07,08:19:00,HAST,HUIWAIOLA_WQX-PLH,STORET-644390847,,,as PO4,Phosphate-phosphorus,Dissolved,5.46,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,https://www.nemi.gov/methods/method_summary/4823,,https://www.nemi.gov/methods/method_summary/4823/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OUB160728TB,2016-07-28,08:40:00,HAST,HUIWAIOLA_WQX-OUB,STORET-644390234,,,,Turbidity,,7.46,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.1,USEPA,Turbidity by Nephelometry,https://www.nemi.gov/methods/method_summary/5217,,https://www.nemi.gov/methods/method_summary/5217/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OMM160908PO4,2016-09-08,08:00:00,HAST,HUIWAIOLA_WQX-OMM,STORET-644390853,,,as PO4,Phosphate-phosphorus,Dissolved,5.15,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,https://www.nemi.gov/methods/method_summary/4823,,https://www.nemi.gov/methods/method_summary/4823/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OPB160714S,2016-07-14,09:25:00,HAST,HUIWAIOLA_WQX-OPB,STORET-644390027,,,,Conductivity,,37.8,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8160,HACH,Conductivity in Water by Direct Measurement,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OPP160714S,2016-07-14,09:48:00,HAST,HUIWAIOLA_WQX-OPP,STORET-644390028,,,,Conductivity,,37.5,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8160,HACH,Conductivity in Water by Direct Measurement,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160728Si,2016-07-28,07:55:00,HAST,HUIWAIOLA_WQX-OCO,STORET-644390296,,,as Si,Silicate,Dissolved,560,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,USEPA,Silicate by Colorimetry,,,https://www.nemi.gov/methods/method_summary/4661/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OLP160629TN,2016-06-29,10:39:00,HAST,HUIWAIOLA_WQX-OLP,STORET-644389868,,,as N,Nitrogen,Dissolved,97.7,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.3,USEPA,Nitrate-Nitrite Nitrogen by Cd Reduction,https://www.nemi.gov/methods/method_summary/5251,,https://www.nemi.gov/methods/method_summary/5251/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OUB160630TP,2016-06-30,08:31:00,HAST,HUIWAIOLA_WQX-OUB,STORET-644389886,,,as P,Phosphorus,Dissolved,12.3,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,https://www.nemi.gov/methods/method_summary/4823,,https://www.nemi.gov/methods/method_summary/4823/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OUB160714NNN,2016-07-14,09:00:00,HAST,HUIWAIOLA_WQX-OUB,STORET-644390122,,,as NO3,Nitrate,Dissolved,1.87,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.3,USEPA,Nitrate-Nitrite Nitrogen by Cd Reduction,https://www.nemi.gov/methods/method_summary/5251,,https://www.nemi.gov/methods/method_summary/5251/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-PLH160713TP,2016-07-13,08:07:00,HAST,HUIWAIOLA_WQX-PLH,STORET-644390067,,,as P,Phosphorus,Dissolved,17.35,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,https://www.nemi.gov/methods/method_summary/4823,,https://www.nemi.gov/methods/method_summary/4823/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OSF160727PO4,2016-07-27,09:09:00,HAST,HUIWAIOLA_WQX-OSF,STORET-644390277,,,as PO4,Phosphate-phosphorus,Dissolved,4.72,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,https://www.nemi.gov/methods/method_summary/4823,,https://www.nemi.gov/methods/method_summary/4823/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-PFF160810DO,2016-08-10,07:26:00,HAST,HUIWAIOLA_WQX-PFF,STORET-644390354,,,,Dissolved oxygen (DO),,5.87,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8157,HACH,Dissolved Oxygen in Water,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OSF160727pH,2016-07-27,09:39:00,HAST,HUIWAIOLA_WQX-OSF,STORET-644390198,,,,pH,,8.12,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8156,HACH,pH in Water,https://www.nemi.gov/methods/method_summary/4724,,https://www.nemi.gov/methods/method_summary/4724/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-PPU161102PO4,2016-11-02,09:52:00,HAST,HUIWAIOLA_WQX-PPU,STORET-644391641,,,as PO4,Phosphate-phosphorus,Dissolved,5.6,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,https://www.nemi.gov/methods/method_summary/4823,,https://www.nemi.gov/methods/method_summary/4823/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OLP160921TP,2016-09-21,09:05:00,HAST,HUIWAIOLA_WQX-PPU,STORET-644391017,,,as P,Phosphorus,Dissolved,11.69,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,https://www.nemi.gov/methods/method_summary/4823,,https://www.nemi.gov/methods/method_summary/4823/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OLP161005pH,2016-10-05,10:00:00,HAST,HUIWAIOLA_WQX-OLP,STORET-644391149,,,,pH,,7.97,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8156,HACH,pH in Water,https://www.nemi.gov/methods/method_summary/4724,,https://www.nemi.gov/methods/method_summary/4724/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OPP161020pH,2016-10-20,09:10:00,HAST,HUIWAIOLA_WQX-OPP,STORET-644391360,,,,pH,,8.09,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8156,HACH,pH in Water,https://www.nemi.gov/methods/method_summary/4724,,https://www.nemi.gov/methods/method_summary/4724/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OSF161102T,2016-11-02,10:46:00,HAST,HUIWAIOLA_WQX-OSF,STORET-644391507,,,,"Temperature, water",,26.3,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550,APHA,Temperature of Water by Thermometer,https://www.nemi.gov/methods/method_summary/9829,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-PLT161005PO4,2016-10-05,09:10:00,HAST,HUIWAIOLA_WQX-PLT,STORET-644391232,,,as PO4,Phosphate-phosphorus,Dissolved,8.79,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,https://www.nemi.gov/methods/method_summary/4823,,https://www.nemi.gov/methods/method_summary/4823/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OSF160921S,2016-09-21,09:36:00,HAST,HUIWAIOLA_WQX-OSF,STORET-644390970,,,,Conductivity,,34.8,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8160,HACH,Conductivity in Water by Direct Measurement,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-RKS160920TB,2016-09-20,07:30:00,HAST,HUIWAIOLA_WQX-RKS,STORET-644390978,,,,Turbidity,,12.07,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.1,USEPA,Turbidity by Nephelometry,https://www.nemi.gov/methods/method_summary/5217,,https://www.nemi.gov/methods/method_summary/5217/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OPM160922TN,2016-09-21,09:36:00,HAST,HUIWAIOLA_WQX-OSF,STORET-644391002,,,as N,Nitrogen,Dissolved,71.8,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.3,USEPA,Nitrate-Nitrite Nitrogen by Cd Reduction,https://www.nemi.gov/methods/method_summary/5251,,https://www.nemi.gov/methods/method_summary/5251/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-RAB160614NNN,2016-06-14,09:15:00,HAST,HUIWAIOLA_WQX-RAB,STORET-644389743,,,as NO3,Nitrate,Dissolved,24.72,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.3,USEPA,Nitrate-Nitrite Nitrogen by Cd Reduction,https://www.nemi.gov/methods/method_summary/5251,,https://www.nemi.gov/methods/method_summary/5251/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OPP160616pH,2016-06-16,10:00:00,HAST,HUIWAIOLA_WQX-OPP,STORET-644389656,,,,pH,,8.07,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8156,HACH,pH in Water,https://www.nemi.gov/methods/method_summary/4724,,https://www.nemi.gov/methods/method_summary/4724/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160616NH4,2016-06-15,07:45:00,HAST,HUIWAIOLA_WQX-OCO,STORET-644389764,,,as NH4,Ammonia-nitrogen,Dissolved,2.74,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.1,USEPA,Ammonia Nitrogen by Colorimetry,https://www.nemi.gov/methods/method_summary/5405,,https://www.nemi.gov/methods/method_summary/5405/,,,,,,,,,,,,,,,,STORET
